"","Cropping.system","Cover","response",".group","SE","Year","response_bt","TNavg","TNavg0","maincrop","response_bt0"
"2","Corn-Corn-Corn","No cover",0.979384932313126,"A",0.0903388673506475,"2021",10.4443787922635,10.6642224601065,169.9,"corn",166.3975
"110","Corn-Corn-Corn","Wheat",0.6697174808711,"C",0.0903388673506475,"2021",7.14201620143153,10.6642224601065,169.9,"corn",113.785
"4","Corn-Corn-Corn","Clover",0.913699234844026,"A",0.0903388673506475,"2021",9.74389190200579,10.6642224601065,169.9,"corn",155.2375
"3","Corn-Corn-Corn","Wheat-Clover",0.761138905238375,"BC",0.0903388673506475,"2021",8.11695460850396,10.6642224601065,169.9,"corn",129.3175
"5","Corn-Corn-Corn","SHM",0.854590935844614,"AB",0.0903388673506475,"2021",9.11354785223757,10.6642224601065,169.9,"corn",145.195
"6","Soybean-Soybean-Soybean","No cover",1.20938661710037,"",0.0903388673506476,"2021",4.37568927751722,3.61810624960311,53.8,"soy",65.065
"10","Soybean-Soybean-Soybean","Wheat",1.19470260223048,"",0.0903388673506475,"2021",4.3225609515472,3.61810624960311,53.8,"soy",64.275
"9","Soybean-Soybean-Soybean","Clover",1.28039033457249,"",0.0903388673506475,"2021",4.63258827144814,3.61810624960311,53.8,"soy",68.885
"8","Soybean-Soybean-Soybean","Wheat-Clover",1.18480483271376,"",0.0903388673506475,"2021",4.2867497698016,3.61810624960311,53.8,"soy",63.7425
"7","Soybean-Soybean-Soybean","SHM",1.25645910780669,"",0.0903388673506475,"2021",4.54600255032614,3.61810624960311,53.8,"soy",67.5975
"12","Corn-Soybean-Corn","No cover",0.861477339611536,"A",0.0903388673506475,"2021",9.18698599395814,10.6642224601065,169.9,"corn",146.365
"11","Corn-Soybean-Corn","Wheat",0.690715126545026,"B",0.0903388673506475,"2021",7.36593976603678,10.6642224601065,169.9,"corn",117.3525
"14","Corn-Soybean-Corn","Clover",0.864964685108888,"A",0.0903388673506475,"2021",9.22417582213715,10.6642224601065,169.9,"corn",146.9575
"13","Corn-Soybean-Corn","Wheat-Clover",0.68594761624485,"B",0.0903388673506475,"2021",7.31509797561485,10.6642224601065,169.9,"corn",116.5425
"15","Corn-Soybean-Corn","SHM",0.76346380223661,"AB",0.0903388673506475,"2021",8.14174782728997,10.6642224601065,169.9,"corn",129.7125
"17","Corn-Cotton-Soybean","No cover",1.02875220718069,"A",0.0903388673506475,"2021",10.9708423937005,10.6642224601065,169.9,"corn",174.785
"16","Corn-Cotton-Soybean","Wheat",0.776191877575044,"B",0.0903388673506475,"2021",8.27748285418803,10.6642224601065,169.9,"corn",131.875
"19","Corn-Cotton-Soybean","Clover",1.00868157739847,"A",0.0903388673506475,"2021",10.7568047327884,10.6642224601065,169.9,"corn",171.375
"18","Corn-Cotton-Soybean","Wheat-Clover",0.804414361389053,"B",0.0903388673506475,"2021",8.57845369995737,10.6642224601065,169.9,"corn",136.67
"20","Corn-Cotton-Soybean","SHM",0.950161859917599,"A",0.0903388673506475,"2021",10.1327374472698,10.6642224601065,169.9,"corn",161.4325
"41","Corn-Corn-Corn","No cover",1.05196157471065,"",0.110135472904275,"2022",8.55737758613832,8.13468646750914,129.6,"corn",136.3342200825
"51","Corn-Corn-Corn","Wheat",1.02428699517747,"",0.110135472904275,"2022",8.33225355851576,8.13468646750914,129.6,"corn",132.747594575
"31","Corn-Corn-Corn","Clover",1.02289989722222,"",0.110135472904275,"2022",8.3209699515501,8.13468646750914,129.6,"corn",132.56782668
"111","Corn-Corn-Corn","Wheat-Clover",0.924848763734568,"",0.110135472904275,"2022",7.52335472284415,8.13468646750914,129.6,"corn",119.86039978
"21","Corn-Corn-Corn","SHM",0.953525928858025,"",0.110135472904275,"2022",7.75663446990046,8.13468646750914,129.6,"corn",123.57696038
"81","Soybean-Soybean-Soybean","No cover",0.9231,"",0.110135472904275,"2022",3.1039720065136,3.36255227658281,50,"soy",46.155
"71","Soybean-Soybean-Soybean","Wheat",0.9558,"",0.110135472904275,"2022",3.21392746595785,3.36255227658281,50,"soy",47.79
"61","Soybean-Soybean-Soybean","Clover",1.0721,"",0.110135472904275,"2022",3.60499229572443,3.36255227658281,50,"soy",53.605
"101","Soybean-Soybean-Soybean","Wheat-Clover",0.9347,"",0.110135472904275,"2022",3.14297761292196,3.36255227658281,50,"soy",46.735
"91","Soybean-Soybean-Soybean","SHM",1.04735,"",0.110135472904275,"2022",3.52176912687901,3.36255227658281,50,"soy",52.3675
"141","Corn-Soybean-Corn","No cover",1.0063,"",0.110135472904275,"2022",3.38373635592528,3.36255227658281,50,"soy",50.315
"151","Corn-Soybean-Corn","Wheat",0.9853,"",0.110135472904275,"2022",3.31312275811705,3.36255227658281,50,"soy",49.265
"131","Corn-Soybean-Corn","Clover",1.0578,"",0.110135472904275,"2022",3.5569077981693,3.36255227658281,50,"soy",52.89
"112","Corn-Soybean-Corn","Wheat-Clover",1.1061,"",0.110135472904275,"2022",3.71931907312825,3.36255227658281,50,"soy",55.305
"121","Corn-Soybean-Corn","SHM",1.10675,"",0.110135472904275,"2022",3.72150473210803,3.36255227658281,50,"soy",55.3375
"161","Corn-Cotton-Soybean","No cover",1.09680506216696,"",0.110135472904275,"2022",1.38425348932016,1.26207795447742,1126,"cotton",1235.0025
"201","Corn-Cotton-Soybean","Wheat",0.984145204262877,"",0.110135472904275,"2022",1.24206796630485,1.26207795447742,1126,"cotton",1108.1475
"191","Corn-Cotton-Soybean","Clover",1.13849023090586,"",0.110135472904275,"2022",1.43686342181419,1.26207795447742,1126,"cotton",1281.94
"181","Corn-Cotton-Soybean","Wheat-Clover",1.08935612788632,"",0.110135472904275,"2022",1.37485235358021,1.26207795447742,1126,"cotton",1226.615
"171","Corn-Cotton-Soybean","SHM",1.13898534635879,"",0.110135472904275,"2022",1.43748829611226,1.26207795447742,1126,"cotton",1282.4975
"22","Corn-Corn-Corn","No cover",0.911150168728909,"",0.0627901079398301,"2023",10.1685150034927,11.1600868358266,177.8,"corn",162.0025
"113","Corn-Corn-Corn","Wheat",0.898607986501687,"",0.0627901079398301,"2023",10.0285431607261,11.1600868358266,177.8,"corn",159.7725
"32","Corn-Corn-Corn","Clover",0.899086051743532,"",0.0627901079398301,"2023",10.0338784103383,11.1600868358266,177.8,"corn",159.8575
"52","Corn-Corn-Corn","Wheat-Clover",0.876813835770529,"",0.06279010793983,"2023",9.78531854605329,11.1600868358266,177.8,"corn",155.8975
"42","Corn-Corn-Corn","SHM",0.912724971878515,"",0.0627901079398301,"2023",10.1860899433916,11.1600868358266,177.8,"corn",162.2825
"72","Soybean-Soybean-Soybean","No cover",1.21933139534884,"",0.0627901079398301,"2023",4.23126765723798,3.47015394943346,51.6,"soy",62.9175
"62","Soybean-Soybean-Soybean","Wheat",1.27374031007752,"",0.06279010793983,"2023",4.42007496756811,3.47015394943346,51.6,"soy",65.725
"102","Soybean-Soybean-Soybean","Clover",1.17640503875969,"",0.06279010793983,"2023",4.08230659138536,3.47015394943346,51.6,"soy",60.7025
"92","Soybean-Soybean-Soybean","Wheat-Clover",1.26414728682171,"",0.0627901079398301,"2023",4.38678570002994,3.47015394943346,51.6,"soy",65.23
"82","Soybean-Soybean-Soybean","SHM",1.29375,"",0.06279010793983,"2023",4.48951167207954,3.47015394943346,51.6,"soy",66.7575
"142","Corn-Soybean-Corn","No cover",1.01282339707537,"",0.0627901079398301,"2023",11.303197060718,11.1600868358266,177.8,"corn",180.08
"152","Corn-Soybean-Corn","Wheat",1.00874578177728,"",0.06279010793983,"2023",11.2576905199082,11.1600868358266,177.8,"corn",179.355
"132","Corn-Soybean-Corn","Clover",1.0271512935883,"",0.0627901079398301,"2023",11.4630976299771,11.1600868358266,177.8,"corn",182.6275
"114","Corn-Soybean-Corn","Wheat-Clover",1.03792182227222,"",0.0627901079398301,"2023",11.5832976653573,11.1600868358266,177.8,"corn",184.5425
"122","Corn-Soybean-Corn","SHM",1.0794994375703,"",0.0627901079398301,"2023",12.0473074625105,11.1600868358266,177.8,"corn",191.935
"162","Corn-Cotton-Soybean","No cover",1.32732558139535,"",0.0627901079398301,"2023",4.60602410846314,3.47015394943346,51.6,"soy",68.49
"192","Corn-Cotton-Soybean","Wheat",1.27524224806202,"",0.0627901079398301,"2023",4.42528692359681,3.47015394943346,51.6,"soy",65.8025
"202","Corn-Cotton-Soybean","Clover",1.31337209302326,"",0.0627901079398301,"2023",4.55760335568034,3.47015394943346,51.6,"soy",67.77
"172","Corn-Cotton-Soybean","Wheat-Clover",1.39156976744186,"",0.0627901079398301,"2023",4.82896132440058,3.47015394943346,51.6,"soy",71.805
"182","Corn-Cotton-Soybean","SHM",1.38352713178295,"",0.0627901079398301,"2023",4.80105214050494,3.47015394943346,51.6,"soy",71.39
