"","Cover","YearN","response","SE","df","lower.CL","upper.CL",".group"
"4","No cover",2,10.83677204075,2.70128129975665,3,2.24008934880745,19.4334547326925,"A"
"5","Wheat",2,10.017647576375,3.11228763723388,3,0.112959284279853,19.9223358684701,"A"
"3","Clover",2,10.6424810253125,2.38604762307545,3,3.04901258302509,18.2359494675999,"A"
"1","Wheat-Clover",2,10.0587625820625,1.75484236063493,3,4.47407099510452,15.6434541690205,"A"
"2","SHM",2,11.4768076985625,3.0781008726747,3,1.68091694902834,21.2726984480966,"A"
"9","No cover",3,12.0000875,2.70128129975666,3,3.40340480805743,20.5967701919426,"A"
"8","Wheat",3,15.1707125,3.11228763723389,3,5.26602420790485,25.0754007920951,"A"
"7","Clover",3,17.77118125,2.38604762307546,3,10.1777128077126,25.3646496922875,"A"
"6","Wheat-Clover",3,18.18555625,1.75484236063494,3,12.600864663042,23.770247836958,"A"
"10","SHM",3,17.30899375,3.07810087267469,3,7.51310300046585,27.1048844995341,"A"
"11","No cover",4,21.11322916925,2.70128129975666,3,12.5165464773075,29.7099118611925,"A"
"14","Wheat",4,23.6342186820692,3.23937167746647,3,13.3250922556754,33.9433451084631,"A"
"15","Clover",4,17.1296354190625,2.38604762307546,3,9.53616697677505,24.72310386135,"A"
"12","Wheat-Clover",4,19.37916667,1.75484236063493,3,13.794475083042,24.963858256958,"A"
"13","SHM",4,25.8204166698125,3.07810087267471,3,16.0245259202783,35.6163074193467,"A"
