"","Cover","YearN","response","SE","df","lower.CL","upper.CL",".group"
"5","No cover",2,0.442802126238508,0.0190652168294984,3,0.382128097380038,0.503476155096977,"A"
"2","Wheat",2,0.45771887340604,0.0196599598145734,3,0.395152106932125,0.520285639879955,"A"
"4","Clover",2,0.433190889541706,0.022097465258057,3,0.362866892875067,0.503514886208345,"A"
"3","Wheat-Clover",2,0.471049392267464,0.0185491935394149,3,0.41201757982196,0.530081204712967,"A"
"1","SHM",2,0.470756654502273,0.0202321464102734,3,0.406368934910939,0.535144374093606,"A"
"9","No cover",3,0.395525351016272,0.0190652168294984,3,0.334851322157802,0.456199379874742,"B"
"10","Wheat",3,0.425543220821458,0.0196599598145735,3,0.362976454347543,0.488109987295374,"AB"
"8","Clover",3,0.448773046756114,0.022097465258057,3,0.378449050089475,0.519097043422753,"AB"
"6","Wheat-Clover",3,0.456748241364135,0.018549193539415,3,0.397716428918632,0.515780053809639,"A"
"7","SHM",3,0.456266001407911,0.0202321464102734,3,0.391878281816577,0.520653720999245,"A"
"14","No cover",4,0.407842346545978,0.0190652168294984,3,0.347168317687508,0.468516375404448,"A"
"15","Wheat",4,0.406047595629426,0.0196599598145734,3,0.34348082915551,0.468614362103341,"A"
"13","Clover",4,0.414386328570516,0.022097465258057,3,0.344062331903878,0.484710325237155,"A"
"11","Wheat-Clover",4,0.432876412352384,0.0185491935394149,3,0.37384459990688,0.491908224797887,"A"
"12","SHM",4,0.447730261521873,0.0202321464102733,3,0.383342541930539,0.512117981113206,"A"
