"","Cover","Cropping.system","response","SE","df","lower.CL","upper.CL",".group"
"3","No cover","Corn-Corn-Corn",0.577020202020201,0.0870612386098411,3,0.299952484872889,0.854087919167514,"A"
"5","Wheat","Corn-Corn-Corn",0.597222222222222,0.0870612386098412,3,0.320154505074909,0.874289939369534,"A"
"1","Clover","Corn-Corn-Corn",0.646464646464646,0.0870612386098412,3,0.369396929317334,0.923532363611958,"A"
"4","Wheat-Clover","Corn-Corn-Corn",0.603535353535353,0.0870612386098412,3,0.32646763638804,0.880603070682665,"A"
"2","SHM","Corn-Corn-Corn",0.603535353535353,0.0870612386098411,3,0.326467636388041,0.880603070682665,"A"
"6","No cover","Soybean-Soybean-Soybean",0.455357142857142,0.0853237536815821,3,0.183818878200254,0.72689540751403,"A"
"8","Wheat","Soybean-Soybean-Soybean",0.451785714285714,0.0853237536815821,3,0.180247449628826,0.723323978942602,"A"
"7","Clover","Soybean-Soybean-Soybean",0.50297619047619,0.0853237536815821,3,0.231437925819302,0.774514455133078,"A"
"10","Wheat-Clover","Soybean-Soybean-Soybean",0.420833333333333,0.0853237536815821,3,0.149295068676445,0.692371597990221,"A"
"9","SHM","Soybean-Soybean-Soybean",0.550595238095238,0.0853237536815821,3,0.27905697343835,0.822133502752126,"A"
"11","No cover","Corn-Soybean-Corn",0.58284632034632,0.0944372656744999,3,0.282304793119412,0.883387847573228,"A"
"14","Wheat","Corn-Soybean-Corn",0.628823953823954,0.0944372656744999,3,0.328282426597045,0.929365481050862,"A"
"15","Clover","Corn-Soybean-Corn",0.602525252525252,0.0944372656744999,3,0.301983725298344,0.90306677975216,"A"
"12","Wheat-Clover","Corn-Soybean-Corn",0.561020923520923,0.0944372656744999,3,0.260479396294015,0.861562450747831,"A"
"13","SHM","Corn-Soybean-Corn",0.581421356421356,0.0944372656744999,3,0.280879829194448,0.881962883648264,"A"
"17","No cover","Corn-Cotton-Soybean",0.46547619047619,0.113363996611165,3,0.104701358308792,0.826251022643588,"A"
"16","Wheat","Corn-Cotton-Soybean",0.442063492063492,0.113363996611165,3,0.0812886598960935,0.80283832423089,"A"
"20","Clover","Corn-Cotton-Soybean",0.542857142857142,0.113363996611165,3,0.182082310689744,0.903631975024541,"A"
"19","Wheat-Clover","Corn-Cotton-Soybean",0.451190476190476,0.113363996611165,3,0.0904156440230774,0.811965308357874,"A"
"18","SHM","Corn-Cotton-Soybean",0.439880952380952,0.113363996611165,3,0.079106120213554,0.80065578454835,"A"
